World Name,Theorem Name,Natural Language,Predicted Formalization,True Tactic,True Goal State,Predicted Goal State,Tactics Match,Is Incorrect Tactic,Correctly Identified As Wrong
mul_left_ne_zero,mul_left_ne_zero_test,-- Assume that b equals 0.,intro hd,intro hd,"a b : ℕ[Br]h : a * b ≠ 0[Br]hd : b = 0[Br]⊢ False[Br]","a b : ℕ[Br]h : a * b ≠ 0[Br]hd : b = 0[Br]⊢ False[Br]",Yes,No,Yes
mul_left_ne_zero,mul_left_ne_zero_test,-- a * 0 != 0 -> 0 != 0,"rw [hd, mul_zero] at h",rw [mul_zero] at h,"a b : ℕ[Br]h : 0 ≠ 0[Br]hd : b = 0[Br]⊢ False[Br]","a b : ℕ[Br]h : 0 ≠ 0[Br]hd : b = 0[Br]⊢ False[Br]",No,Yes,No
mul_left_ne_zero,mul_left_ne_zero_test,-- We have 0 != 0 which is a contradiction.,exact h rfl,tauto,,error,No,Yes,Yes
World Name,Theorem Name,Natural Language,Predicted Formalization,True Tactic,True Goal State,Predicted Goal State,Tactics Match,Is Incorrect Tactic,Correctly Identified As Wrong
add_left_comm,add_left_comm_dev_1,"-- By associativity of addition, can change a + (b + c) into (a + b) + c",rw [add_assoc],rw [← add_assoc],"a b c : ℕ[Br]⊢ a + b + c = b + (a + c)[Br]",error,No,No,No
add_left_comm,add_left_comm_dev_1,"-- By the associativity of addition, can change (b + a) + c into b + (a + c)",rw [add_assoc],rw [add_assoc],"a b c : ℕ[Br]⊢ b + (a + c) = b + (a + c)[Br]",error,Yes,Yes,Yes
add_left_comm,add_left_comm_dev_1,"-- So we just need to show b + (a + c) = b + (a + c), which is true by reflexivity.",rfl,rfl,,error,Yes,Yes,Yes
add_left_comm,add_left_comm_dev_2,-- a + (b + c) = b + (a + c) -> (a + b) + c = b + (a + c),rw [add_assoc],rw [← add_assoc],"a b c : ℕ[Br]⊢ a + b + c = b + (a + c)[Br]",error,No,No,No
add_left_comm,add_left_comm_dev_2,-- (a + b) + c = b + (a + c) -> (b + a) + c = b + (a + c),rw [add_comm a b],rw [add_comm a b],"a b c : ℕ[Br]⊢ b + a + c = b + (a + c)[Br]",error,Yes,No,No
add_left_comm,add_left_comm_dev_2,-- lhs = rhs,rfl,rfl,,error,Yes,Yes,Yes
World Name,Theorem Name,Natural Language,Predicted Formalization,True Tactic,True Goal State,Predicted Goal State,Tactics Match,Is Incorrect Tactic,Correctly Identified As Wrong
le_two,le_two1,-- Either x = 0 or x = succ y for some natural number y.,cases x with y,cases x with y,"case zero[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0 ∨ 0 = 1 ∨ 0 = 2[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]","case zero[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0 ∨ 0 = 1 ∨ 0 = 2[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]",Yes,No,Yes
le_two,le_two1,"-- In the former case, we need to show 0 = 0 ∨ 0 = 1 ∨ 0 = 2, and we choose to show 0 = 0.",left,left,"case zero.h[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]","case zero.h[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]",Yes,No,Yes
le_two,le_two1,-- This is clear by reflexivity.,rfl,rfl,"case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]","case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]",Yes,No,Yes
le_two,le_two1,"-- In the latter case, either y = 0 or y = succ z for some natural number z.",cases y with z,cases y with z,"case succ.zero[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 0 ∨ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]","case succ.zero[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 0 ∨ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",Yes,No,Yes
le_two,le_two1,"-- In the former case, we must show succ 0 = 0 ∨ succ 0 = 1 ∨ succ 0 = 2, and we choose to prove succ 0 = 1 ∨ succ 0 = 2",right,right,"case succ.zero.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]","case succ.zero.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",Yes,No,Yes
le_two,le_two1,"-- To prove succ 0 = 1 ∨ succ 0 = 2, we choose to prove succ 0 = 1",left,left,"case succ.zero.h.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]","case succ.zero.h.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",Yes,No,Yes
le_two,le_two1,"-- Rewriting using a theorem, need to show show succ 0 = succ 0.",rfl,rw [one_eq_succ_zero],"case succ.zero.h.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = succ 0[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",error,No,No,No
le_two,le_two1,-- This is clear by reflexivity.,rfl,rfl,"case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",error,Yes,No,No
le_two,le_two1,"-- In the latter case, we substitute 2 = succ 1 and 1 = succ 0 into what we know and what we have to show.","rw [two_eq_succ_one, one_eq_succ_zero] at hx ⊢","rw [two_eq_succ_one, one_eq_succ_zero] at hx ⊢","case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ succ (succ 0)[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two1,"-- We know that succ (succ z) ≤ succ (succ 0), so usinig a theorem we know succ z ≤ succ 0.",apply succ_le_succ at hx,apply succ_le_succ at hx,"case succ.succ[Br]z : ℕ[Br]hx : succ z ≤ succ 0[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two1,"-- We know that succ z ≤ succ 0, so using a theorem we know that z ≤ 0.",apply succ_le_succ at hx,apply succ_le_succ at hx,"case succ.succ[Br]z : ℕ[Br]hx : z ≤ 0[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two1,"-- Since z ≤ 0, using a theorem, z = 0.",apply le_zero at hx,apply le_zero at hx,"case succ.succ[Br]z : ℕ[Br]hx : z = 0[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two1,"-- So, we need to show that succ (succ 0) = 0 ∨ succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0), so we choose to show that succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0)",right,right,"case succ.succ.h[Br]z : ℕ[Br]hx : z = 0[Br]⊢ succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0)[Br]",error,Yes,Yes,Yes
le_two,le_two1,"-- We need to show that succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0), so we choose to show that succ (succ 0) = succ (succ 0)",right,right,"case succ.succ.h.h[Br]z : ℕ[Br]hx : z = 0[Br]⊢ succ (succ 0) = succ (succ 0)[Br]",error,Yes,Yes,Yes
le_two,le_two1,"-- But LHS = RHS, so this follows by reflexivity.",rfl,rfl,,error,Yes,Yes,Yes
le_two,le_two2,-- x = 0 (case 1) or x = succ y (case 2) for some natural number y,cases x with y,cases x with y,"case zero[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0 ∨ 0 = 1 ∨ 0 = 2[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]","case zero[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0 ∨ 0 = 1 ∨ 0 = 2[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]",Yes,No,Yes
le_two,le_two2,-- 0 = 0 ∨ 0 = 1 ∨ 0 = 2 -> 0 = 0,left,left,"case zero.h[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]","case zero.h[Br]hx : 0 ≤ 2[Br]⊢ 0 = 0[Br]case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]",Yes,No,Yes
le_two,le_two2,-- lhs = rhs,rfl,rfl,"case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]","case succ[Br]y : ℕ[Br]hx : succ y ≤ 2[Br]⊢ succ y = 0 ∨ succ y = 1 ∨ succ y = 2[Br]",Yes,No,Yes
le_two,le_two2,-- y = 0 (case 1) or y = succ z (case 2) for some natural number z,cases y with z,cases y with z,"case succ.zero[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 0 ∨ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]","case succ.zero[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 0 ∨ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",Yes,No,Yes
le_two,le_two2,-- succ 0 = 0 ∨ succ 0 = 1 ∨ succ 0 = 2 -> succ 0 = 1 ∨ succ 0 = 2,right,right,"case succ.zero.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]","case succ.zero.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1 ∨ succ 0 = 2[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",Yes,No,Yes
le_two,le_two2,-- succ 0 = 1 ∨ succ 0 = 2 -> succ 0 = 1,left,left,"case succ.zero.h.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]","case succ.zero.h.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = 1[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",Yes,No,Yes
le_two,le_two2,-- succ 0 = 1 -> succ 0 = succ 0,rfl,rw [one_eq_succ_zero],"case succ.zero.h.h[Br]hx : succ 0 ≤ 2[Br]⊢ succ 0 = succ 0[Br]case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",error,No,No,No
le_two,le_two2,-- lhs = rhs,"The request is not clear, please provide a valid natural language statement to be translated into a Lean4 tactic.",rfl,"case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ 2[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = 1 ∨ succ (succ z) = 2[Br]",error,No,No,No
le_two,le_two2,-- succ (succ z) ≤ 2 -> succ (succ z) ≤ succ 1 -> succ (succ z) ≤ succ (succ 0); ... = 0 ∨ ... = 1 ∨ ... = 2 -> ... = 0 ∨ ... = 1 ∨ ... = succ 1 -> ... = 0 ∨ ... = succ 0 ∨ ... = succ (succ 0),"This statement is invalid. The text ""... = 0 ∨ ... = 1 ∨ ... = 2 -> ... = 0 ∨ ... = 1 ∨ ... = succ 1 -> ... = 0 ∨ ... = succ 0 ∨ ... = succ (succ 0)"" does not correspond to a valid Lean tactic. Please provide a valid natural language statement.","rw [two_eq_succ_one, one_eq_succ_zero] at hx ⊢","case succ.succ[Br]z : ℕ[Br]hx : succ (succ z) ≤ succ (succ 0)[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,No,No,No
le_two,le_two2,-- succ (succ z) ≤ succ (succ 0) -> succ z ≤ succ 0,apply succ_le_succ at hx,apply succ_le_succ at hx,"case succ.succ[Br]z : ℕ[Br]hx : succ z ≤ succ 0[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two2,-- succ z ≤ succ 0 -> z ≤ 0,apply succ_le_succ at hx,apply succ_le_succ at hx,"case succ.succ[Br]z : ℕ[Br]hx : z ≤ 0[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two2,-- z ≤ 0 -> z = 0,apply le_zero at hx,apply le_zero at hx,"case succ.succ[Br]z : ℕ[Br]hx : z = 0[Br]⊢ succ (succ z) = 0 ∨ succ (succ z) = succ 0 ∨ succ (succ z) = succ (succ 0)[Br]",error,Yes,No,No
le_two,le_two2,-- succ (succ 0) = 0 ∨ succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0) -> succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0),"This prompt in natural language asks for an OR disjunction to be simplified given that the original expression can only satisfy the right side of the disjunction, which is suggested by the mention -> succ (succ 0) = succ (succ 0). This could be formalized in Lean 4 as follows:[Br][Br]rw [or_iff_right_of_imp (succ_ne_zero (succ 0))] at hx",right,"case succ.succ.h[Br]z : ℕ[Br]hx : z = 0[Br]⊢ succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0)[Br]",error,No,Yes,Yes
le_two,le_two2,-- succ (succ 0) = succ 0 ∨ succ (succ 0) = succ (succ 0) -> succ (succ 0) = succ (succ 0),The Lean tactic corresponding to this natural language step is -- right,right,"case succ.succ.h.h[Br]z : ℕ[Br]hx : z = 0[Br]⊢ succ (succ 0) = succ (succ 0)[Br]",error,No,Yes,Yes
le_two,le_two2,-- lhs = rhs,"The request is not clear, please provide a valid natural language statement to be translated into a Lean4 tactic.",rfl,,error,No,Yes,Yes
World Name,Theorem Name,Natural Language,Predicted Formalization,True Tactic,True Goal State,Predicted Goal State,Tactics Match,Is Incorrect Tactic,Correctly Identified As Wrong
zero_pow_succ,zero_pow_succ_persona2,"-- We know that 0^(succ m) = 0^m * 0, so our goal becomes 0^m * 0 = 0","Output: rw [pow_succ, mul_zero]",rw [pow_succ],"m : ℕ[Br]⊢ 0 ^ m * 0 = 0[Br]","m : ℕ[Br]⊢ 0 ^ succ m = 0[Br]",No,No,Yes
zero_pow_succ,zero_pow_succ_persona2,"-- lhs = rhs, so we are done.",rfl,rfl,,"m : ℕ[Br]⊢ 0 ^ succ m = 0[Br]",Yes,Yes,No
zero_pow_succ,zero_pow_succ_persona3,"-- We can use induction on m. For the base case, we want to show that 0^succ(0) = 0.",rw [pow_succ],induction m with h hd,"case zero[Br]⊢ 0 ^ succ 0 = 0[Br]case succ[Br]h : ℕ[Br]hd : 0 ^ succ h = 0[Br]⊢ 0 ^ succ (succ h) = 0[Br]","m : ℕ[Br]⊢ 0 ^ m * 0 = 0[Br]",No,No,Yes
zero_pow_succ,zero_pow_succ_persona3,"-- Anything multiplied by zero is zero, so we simplify to: 0*0",rw [mul_zero],rw[mul_zero],"case zero[Br]⊢ 0 = 0[Br]case succ[Br]h : ℕ[Br]hd : 0 ^ succ h = 0[Br]⊢ 0 ^ succ (succ h) = 0[Br]","m : ℕ[Br]⊢ 0 = 0[Br]",No,Yes,No
zero_pow_succ,zero_pow_succ_persona3,"-- The lhs and rhs are identical, so we are done by reflexivity.",rfl,rfl,"case succ[Br]h : ℕ[Br]hd : 0 ^ succ h = 0[Br]⊢ 0 ^ succ (succ h) = 0[Br]",,Yes,Yes,No
World Name,Theorem Name,Natural Language,Predicted Formalization,True Tactic,True Goal State,Predicted Goal State,Tactics Match,Is Incorrect Tactic,Correctly Identified As Wrong
succ_eq_add_one,succ_eq_add_one_persona_1_d,-- Rewrite on both RHS and LHS making n -> n + 0,rw [add_zero],rw [← add_zero n],"n : ℕ[Br]⊢ succ (n + 0) = n + 0 + 1[Br]",error,No,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d,-- Rewrite on RHS making 1 -> succ 0,rw [one_eq_succ_zero],rw [one_eq_succ_zero],"n : ℕ[Br]⊢ succ (n + 0) = n + 0 + succ 0[Br]",error,Yes,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d,-- Rewrite on RHS making n + 0 + succ(0) -> succ(n+0+0),rw [add_succ],rw [add_succ],"n : ℕ[Br]⊢ succ (n + 0) = succ (n + 0 + 0)[Br]",error,Yes,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d,"-- succ(n+0) = succ(n+0), QED",rfl,rfl,,error,Yes,Yes,Yes
succ_eq_add_one,succ_eq_add_one_persona_1_d2,-- Rewrite RHS 1 -> succ(0),rw [← add_zero],rw [one_eq_succ_zero],"n : ℕ[Br]⊢ succ n = n + succ 0[Br]",error,No,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d2,-- Rewrite both RHS and LHS n -> n + 0,rw [add_zero],rw [← add_zero n],"n : ℕ[Br]⊢ succ (n + 0) = n + 0 + succ 0[Br]",error,No,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d2,-- Rewrite RHS n + 0 + succ(0) -> succ(n + 0 + 0),rw [add_succ],rw [add_succ],"n : ℕ[Br]⊢ succ (n + 0) = succ (n + 0 + 0)[Br]",error,Yes,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d2,-- Rewrite LHS and RHS n + 0 -> n,rw [add_zero],rw [add_zero],"n : ℕ[Br]⊢ succ n = succ (n + 0)[Br]",error,Yes,No,No
succ_eq_add_one,succ_eq_add_one_persona_1_d2,"-- succ(n) = succ(n), QED",rfl,rfl,,error,Yes,Yes,Yes
World Name,Theorem Name,Natural Language,Predicted Formalization,True Tactic,True Goal State,Predicted Goal State,Tactics Match,Is Incorrect Tactic,Correctly Identified As Wrong
add_right_eq_zero,add_right_eq_zero_dev_1,"-- We have two cases: b = 0, or b = succ d for some natural number d.",cases b with d,cases b with d,"case zero[Br]a : ℕ[Br]⊢ a + 0 = 0 → a = 0[Br]case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]","case zero[Br]a : ℕ[Br]⊢ a + 0 = 0 → a = 0[Br]case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]",Yes,No,Yes
add_right_eq_zero,add_right_eq_zero_dev_1,"-- In the former case, we must show that a + 0 = 0 → a = 0, so we start by assuming that a + 0 = 0.",intro h,intro h,"case zero[Br]a : ℕ[Br]h : a + 0 = 0[Br]⊢ a = 0[Br]case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]","case zero[Br]a : ℕ[Br]h : a + 0 = 0[Br]⊢ a = 0[Br]case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]",Yes,No,Yes
add_right_eq_zero,add_right_eq_zero_dev_1,-- We apply the theorem that n + 0 = n change a + 0 = 0 into a = 0.,rw [add_zero] at h,rw [add_zero] at h,"case zero[Br]a : ℕ[Br]h : a = 0[Br]⊢ a = 0[Br]case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]","case zero[Br]a : ℕ[Br]h : a = 0[Br]⊢ a = 0[Br]case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]",Yes,No,Yes
add_right_eq_zero,add_right_eq_zero_dev_1,"-- So, a = 0, which concludes this case of the theorem.",exact h,exact h,"case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]","case succ[Br]a d : ℕ[Br]⊢ a + succ d = 0 → a = 0[Br]",Yes,No,Yes
add_right_eq_zero,add_right_eq_zero_dev_1,"-- In the latter case, we must show that a + succ d = 0 → a = 0, so we start by assuming that a + succ d = 0.",intro h,intro h,"case succ[Br]a d : ℕ[Br]h : a + succ d = 0[Br]⊢ a = 0[Br]","case succ[Br]a d : ℕ[Br]h : a + succ d = 0[Br]⊢ a = 0[Br]",Yes,No,Yes
